Unnamed: 0;location_id;location_name;year_id;sex_id;sex;measure_id;measure_name;metric_id;metric_name;scenario_id;scenario_name;val;lower;upper;expectancy years;expectancy weeks
6674;79;Finland;2042;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;84.41916274190767;84.0564949930642;84.78167273727377;84.41916274190767;4389.796462579199
6675;79;Finland;2043;3;Both;26;Life expectancy;1;Number;0;Reference;84.35078042282906;83.97383021883302;84.72638589826452;84.35078042282906;4386.240581987111
6676;79;Finland;2043;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;84.83020048213262;84.46319434950348;85.1980037383762;84.83020048213262;4411.170425070896
6677;79;Finland;2043;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;84.46617825165188;84.0910302842723;84.843326101468;84.46617825165188;4392.241269085898
6678;79;Finland;2044;3;Both;26;Life expectancy;1;Number;0;Reference;84.38870541873528;83.99775601867431;84.7739036882336;84.38870541873528;4388.212681774235
6679;79;Finland;2044;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;84.88368507514856;84.50531219601315;85.26223799250057;84.88368507514856;4413.951623907726
6680;79;Finland;2044;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;84.51377058384486;84.12527616472012;84.89931918694384;84.51377058384486;4394.716070359933
6681;79;Finland;2045;3;Both;26;Life expectancy;1;Number;0;Reference;84.43444419051028;84.04656099982897;84.79525740329353;84.43444419051028;4390.591097906535
6682;79;Finland;2045;3;Both;26;Life expectancy;1;Number;20;Tobacco Smoking Elimination as of 2023;84.9452212023212;84.55433094365793;85.30240335205573;84.9452212023212;4417.151502520703
6683;79;Finland;2045;3;Both;26;Life expectancy;1;Number;21;Tobacco Smoking Elimination by 2050;84.57043076808436;84.18078812707682;84.92901172700579;84.57043076808436;4397.662399940387
6684;79;Finland;2046;3;Both;26;Life expectancy;1;Number;0;Reference;84.47802668885917;84.07585427894072;84.84636634350868;84.47802668885917;4392.857387820677
